Buch;Unit;Thema;Deutsch;Englisch
IT Milestones;4 - BIOS and operating systems;Software; Basis-Eingabe-Ausgabe-System;BIOS 
IT Milestones;4 - BIOS and operating systems;Software; Betriebssystem;operating system 
IT Milestones;4 - BIOS and operating systems;Software; Software in einem persistenten Speicherbaustein;firmware 
IT Milestones;4 - BIOS and operating systems;Software; Zugang;access 
IT Milestones;4 - BIOS and operating systems;Software;Hauptplatine;motherboard 
IT Milestones;4 - BIOS and operating systems;Software; Einrichtung, aufsetzen;setup 
IT Milestones;4 - BIOS and operating systems;Software;Pfeiltaste;arrow key 
IT Milestones;4 - BIOS and operating systems;Software; Energieverbrauch;energy consumption 
IT Milestones;4 - BIOS and operating systems;Software; auswählen;to select 
IT Milestones;4 - BIOS and operating systems;Software;betriebssichere Konfiguration;fail-safe configuration
IT Milestones;4 - BIOS and operating systems;Software; Eintrag;entry 
IT Milestones;4 - BIOS and operating systems;Software; schützen;to protect 
IT Milestones;4 - BIOS and operating systems;Software;unberechtigter Zugriff;unauthorized access 
IT Milestones;4 - BIOS and operating systems;Software; lösen;to solve 
IT Milestones;4 - BIOS and operating systems;Software; lösen;to resolve 
IT Milestones;4 - BIOS and operating systems;Software; Schritt;step 
IT Milestones;4 - BIOS and operating systems;Software; ausführen;to execute 
IT Milestones;4 - BIOS and operating systems;Software; maßgeschneidert;tailor-made 
IT Milestones;4 - BIOS and operating systems;Software;Hauptprozessor;central processing unit 
IT Milestones;4 - BIOS and operating systems;Software; Anweisung;instruction 
IT Milestones;4 - BIOS and operating systems;Software; verfolgen,;to keep track of 
IT Milestones;4 - BIOS and operating systems;Software;kontrollieren;kontrollieren
IT Milestones;4 - BIOS and operating systems;Software;Maschinensprache;machine code 
IT Milestones;4 - BIOS and operating systems;Software;Einstellung;setting
IT Milestones;4 - BIOS and operating systems;Software; darstellen, bilden;to constitute 
IT Milestones;4 - BIOS and operating systems;Software;intialisieren;to initialize
IT Milestones;4 - BIOS and operating systems;Software;für Zugriff verfügbar, zugreifbar;accessible 
IT Milestones;4 - BIOS and operating systems;Software; unbeabsichtigt;accidentally 
IT Milestones;4 - BIOS and operating systems;Software; überschreiben;to overwrite 
IT Milestones;4 - BIOS and operating systems;Software; Konfigurationsdatei;configuration file 
IT Milestones;4 - BIOS and operating systems;Software; Beispielinstallation;model installation 
IT Milestones;4 - BIOS and operating systems;Software; löschen;to delete 
IT Milestones;4 - BIOS and operating systems;Software; Liste von Betriebssystemen;boot menu list 
IT Milestones;4 - BIOS and operating systems;Software; hinweisen auf;to point out 
IT Milestones;4 - BIOS and operating systems;Software; Standard-Bootloader;default bootloader 
IT Milestones;4 - BIOS and operating systems;Software; Textaufbereitungsprogramm, Textbearbeitungsprogramm;text editor 
IT Milestones;4 - BIOS and operating systems;Software; anfügen;to append 
IT Milestones;4 - BIOS and operating systems;Software; Leimstift;glue stick
IT Milestones;4 - BIOS and operating systems;Software; Fehler;error
IT Milestones;4 - BIOS and operating systems;Software; etwas ergibt Sinn;something makes sense
